hotel_id,hotel_name,city,country,star_rating,room_type,amenities,price_per_night_aud
HT-TPE-008,The Taipei Boutique,Taipei,Taiwan,4.5,Family Room,"wifi, spa, rooftop terrace, kids club",605
HT-TPE-009,Radisson Blu Taipei,Taipei,Taiwan,3.5,Deluxe King,"spa, wifi, bar",388
HT-TPE-010,Novotel Taipei,Taipei,Taiwan,3.5,Family Room,"bar, breakfast included, spa",269
HT-TPE-011,Taipei Harbour Suites Riverside,Taipei,Taiwan,2.5,Family Room,"gym, bar, pool",182
HT-TPE-012,Mercure Taipei,Taipei,Taiwan,3.4,Junior Suite,"parking, airport shuttle, breakfast included",290
HT-TPE-013,ibis Taipei,Taipei,Taiwan,2.2,Standard Double,"beach access, breakfast included, pool, spa, gym",196
HT-TPE-014,ibis Styles Taipei,Taipei,Taiwan,2.8,Executive Suite,"kids club, restaurant, beach access, spa",263
HT-TPE-015,The Taipei House Annex,Taipei,Taiwan,4,Deluxe King,"wifi, bar, rooftop terrace, pool, airport shuttle",321
HT-TPE-016,Taipei Harbour Suites East,Taipei,Taiwan,3.8,Family Room,"beach access, restaurant, kids club, wifi, pool, rooftop terrace",377
HT-TPE-017,The Terrace Taipei Riverside,Taipei,Taiwan,3.8,Standard Double,"restaurant, breakfast included, spa, gym, parking, pool",452
HT-TPE-018,Taipei Garden Residence,Taipei,Taiwan,4.9,Family Room,"breakfast included, bar, spa, gym, pool",525
HT-TPE-019,The Terrace Taipei Riverside,Taipei,Taiwan,4.8,Family Room,"spa, bar, airport shuttle, parking, pool",614
HT-TPE-020,The Terrace Taipei East,Taipei,Taiwan,2.9,Executive Suite,"spa, beach access, kids club",298
HT-TPE-021,The Terrace Taipei Riverside,Taipei,Taiwan,4,Deluxe King,"bar, wifi, pool",376
HT-TPE-022,Casa Taipei,Taipei,Taiwan,3.6,Twin Room,"parking, wifi, rooftop terrace",321
HT-TPE-023,The Grand Taipei Hotel,Taipei,Taiwan,3.5,Deluxe King,"kids club, restaurant, wifi, pool",407
HT-TPE-024,Hotel Taipei Central,Taipei,Taiwan,4.4,Superior Queen,"wifi, rooftop terrace, pool, airport shuttle",499
HT-TPE-025,Taipei Garden Residence II,Taipei,Taiwan,4.2,Deluxe King,"beach access, spa, restaurant, parking, bar",511
HT-TPE-026,The Terrace Taipei West,Taipei,Taiwan,3,Executive Suite,"airport shuttle, pool, spa, bar",272
HT-TPE-027,The Terrace Taipei Annex,Taipei,Taiwan,4.6,Deluxe King,"beach access, breakfast included, kids club, spa, bar, gym",644
HT-TPE-028,Taipei Garden Residence II,Taipei,Taiwan,3.2,Deluxe King,"gym, spa, airport shuttle, pool",236
HT-TPE-029,The Grand Taipei Hotel Riverside,Taipei,Taiwan,3.1,Family Room,"restaurant, wifi, bar, beach access",245
HT-TPE-030,Casa Taipei Annex,Taipei,Taiwan,2.8,Deluxe King,"wifi, bar, spa, airport shuttle, rooftop terrace",272
HT-TPE-031,The Taipei House II,Taipei,Taiwan,4,Executive Suite,"airport shuttle, parking, kids club",321
HT-TPE-032,Casa Taipei Annex,Taipei,Taiwan,4.7,Standard Double,"wifi, pool, airport shuttle",420
HT-TPE-033,Taipei Garden Residence Riverside,Taipei,Taiwan,3.4,Family Room,"pool, airport shuttle, spa, bar, kids club, breakfast included",320
HT-TPE-034,Taipei Harbour Suites Riverside,Taipei,Taiwan,4.4,Deluxe King,"airport shuttle, pool, gym, spa, bar",489
HT-TPE-035,The Taipei House East,Taipei,Taiwan,3.9,Junior Suite,"restaurant, gym, beach access",435
HT-TPE-036,Taipei Harbour Suites West,Taipei,Taiwan,4,Standard Double,"spa, kids club, restaurant, pool, parking",403
HT-HKG-001,Hilton Hong Kong,Hong Kong,China,4.8,Twin Room,"wifi, bar, restaurant, parking",884
HT-HKG-002,Villa Hong Kong,Hong Kong,China,3.9,Junior Suite,"bar, beach access, airport shuttle, wifi, rooftop terrace, pool",451
HT-HKG-003,The Terrace Hong Kong,Hong Kong,China,4.6,Twin Room,"spa, gym, pool, wifi, restaurant, bar",799
HT-HKG-004,InterContinental Hong Kong,Hong Kong,China,4.9,Deluxe King,"spa, gym, airport shuttle",673
HT-HKG-005,Casa Hong Kong,Hong Kong,China,2.9,Executive Suite,"bar, wifi, parking, pool",306
HT-HKG-006,Four Seasons Hong Kong,Hong Kong,China,4.9,Family Room,"parking, gym, kids club",673
HT-HKG-007,Hong Kong Harbour Suites,Hong Kong,China,3.3,Family Room,"wifi, rooftop terrace, spa, bar",319
HT-HKG-008,The Terrace Hong Kong II,Hong Kong,China,3.9,Executive Suite,"wifi, parking, pool, gym, rooftop terrace, kids club",616
HT-HKG-009,Radisson Blu Hong Kong,Hong Kong,China,4.5,Deluxe King,"spa, airport shuttle, beach access, parking, wifi, pool",703
HT-HKG-010,The Grand Hong Kong Hotel,Hong Kong,China,4.7,Family Room,"airport shuttle, wifi, rooftop terrace, beach access",681
HT-HKG-011,Holiday Inn Hong Kong,Hong Kong,China,3.5,Executive Suite,"parking, bar, pool",424
HT-HKG-012,Hong Kong Harbour Suites Annex,Hong Kong,China,3.3,Deluxe King,"airport shuttle, restaurant, kids club",351
HT-HKG-013,The Old Town Inn Hong Kong,Hong Kong,China,3.3,Twin Room,"spa, rooftop terrace, pool",339
HT-HKG-014,Casa Hong Kong II,Hong Kong,China,4.5,Junior Suite,"beach access, wifi, pool, restaurant, rooftop terrace",618
HT-HKG-015,Travelodge Hong Kong,Hong Kong,China,2.4,Family Room,"pool, restaurant, beach access, airport shuttle, spa",199
HT-HKG-016,Casa Hong Kong Annex,Hong Kong,China,4.5,Executive Suite,"bar, restaurant, spa, gym, wifi, pool",585
HT-HKG-017,Casa Hong Kong Riverside,Hong Kong,China,2.8,Twin Room,"restaurant, parking, wifi, kids club, airport shuttle, bar",320
HT-HKG-018,Casa Hong Kong West,Hong Kong,China,3.6,Superior Queen,"spa, pool, bar, wifi, airport shuttle",386
HT-HKG-019,Hong Kong Garden Residence,Hong Kong,China,4.3,Junior Suite,"wifi, pool, bar",746
HT-HKG-020,Hong Kong Garden Residence Riverside,Hong Kong,China,4.2,Standard Double,"kids club, wifi, bar",536
HT-HKG-021,Hong Kong Garden Residence West,Hong Kong,China,3.4,Family Room,"restaurant, pool, breakfast included, parking, spa, airport shuttle",441
HT-HKG-022,The Hong Kong House,Hong Kong,China,3.6,Junior Suite,"airport shuttle, pool, spa, kids club, breakfast included, beach access",449
HT-HKG-023,The Old Town Inn Hong Kong East,Hong Kong,China,4.8,Executive Suite,"wifi, gym, pool, beach access, restaurant, kids club",693
HT-HKG-024,The Terrace Hong Kong West,Hong Kong,China,2.6,Executive Suite,"breakfast included, spa, gym, rooftop terrace, pool",228
HT-HKG-025,Villa Hong Kong II,Hong Kong,China,4.3,Twin Room,"breakfast included, kids club, beach access, wifi, restaurant",540
HT-HKG-026,The Hong Kong House Riverside,Hong Kong,China,4.4,Twin Room,"airport shuttle, wifi, beach access, restaurant, rooftop terrace, pool",783
HT-HKG-027,The Old Town Inn Hong Kong II,Hong Kong,China,3.5,Deluxe King,"wifi, beach access, pool, restaurant, gym",501
HT-HKG-028,The Terrace Hong Kong Riverside,Hong Kong,China,4.5,Executive Suite,"kids club, airport shuttle, rooftop terrace, restaurant, parking",743
HT-HKG-029,Hong Kong Harbour Suites II,Hong Kong,China,4.8,Junior Suite,"wifi, airport shuttle, rooftop terrace",921
HT-HKG-030,The Hong Kong Boutique,Hong Kong,China,4.2,Junior Suite,"spa, wifi, pool, gym",577
HT-HKG-031,The Terrace Hong Kong Riverside,Hong Kong,China,3.8,Deluxe King,"spa, kids club, beach access, airport shuttle, breakfast included",594
HT-HKG-032,The Terrace Hong Kong Annex,Hong Kong,China,3.4,Twin Room,"wifi, bar, pool, restaurant, gym",413
HT-HKG-033,The Grand Hong Kong Hotel Riverside,Hong Kong,China,3.9,Family Room,"wifi, beach access, kids club",600
HT-HKG-034,Hong Kong Garden Residence East,Hong Kong,China,3.9,Deluxe King,"spa, airport shuttle, parking",585
HT-HKG-035,Hotel Hong Kong Central,Hong Kong,China,4.3,Standard Double,"spa, gym, breakfast included",728
HT-PVG-001,Villa Shanghai,Shanghai,China,3.4,Junior Suite,"gym, spa, beach access, pool, parking",300
HT-PVG-002,Villa Shanghai Riverside,Shanghai,China,2.9,Deluxe King,"breakfast included, beach access, wifi, pool, rooftop terrace",211
HT-PVG-003,Shanghai Harbour Suites,Shanghai,China,3.6,Family Room,"wifi, airport shuttle, pool, rooftop terrace, breakfast included, bar",348
HT-PVG-004,The Grand Shanghai Hotel,Shanghai,China,4.9,Superior Queen,"rooftop terrace, bar, airport shuttle, spa, breakfast included",716
HT-PVG-005,The Terrace Shanghai,Shanghai,China,3.2,Deluxe King,"breakfast included, bar, airport shuttle, wifi, rooftop terrace, pool",321
HT-PVG-006,The Shanghai House,Shanghai,China,2.6,Junior Suite,"spa, gym, beach access",197
HT-PVG-007,Sheraton Shanghai,Shanghai,China,4.1,Superior Queen,"airport shuttle, breakfast included, parking",487
HT-PVG-008,The Old Town Inn Shanghai,Shanghai,China,3.8,Superior Queen,"gym, parking, rooftop terrace",428
HT-PVG-009,Casa Shanghai,Shanghai,China,2.8,Superior Queen,"beach access, spa, kids club",225
HT-PVG-010,The Shanghai House West,Shanghai,China,3.7,Standard Double,"spa, gym, bar, parking, breakfast included, restaurant",406
HT-PVG-011,Holiday Inn Shanghai,Shanghai,China,3.2,Standard Double,"parking, wifi, pool, airport shuttle, kids club, beach access",338
HT-PVG-012,Mercure Shanghai,Shanghai,China,3.9,Junior Suite,"wifi, kids club, pool",485
HT-PVG-013,The Grand Shanghai Hotel West,Shanghai,China,2.9,Twin Room,"parking, beach access, spa, wifi, rooftop terrace, airport shuttle",208
HT-PVG-014,Shanghai Harbour Suites East,Shanghai,China,4.6,Deluxe King,"rooftop terrace, airport shuttle, kids club, parking, gym, wifi",535
HT-PVG-015,Hotel Shanghai Central,Shanghai,China,3.3,Standard Double,"spa, gym, breakfast included",377
HT-PVG-016,Villa Shanghai Riverside,Shanghai,China,4.4,Deluxe King,"bar, restaurant, wifi, rooftop terrace",464
HT-PVG-017,The Shanghai Boutique,Shanghai,China,2.9,Twin Room,"wifi, bar, rooftop terrace, pool",226
HT-PVG-018,The Grand Shanghai Hotel Annex,Shanghai,China,3.2,Executive Suite,"spa, gym, restaurant, airport shuttle",365
HT-PVG-019,Shanghai Garden Residence,Shanghai,China,4.2,Superior Queen,"wifi, spa, rooftop terrace, airport shuttle, restaurant",452
HT-PVG-020,The Shanghai Boutique West,Shanghai,China,3.1,Junior Suite,"wifi, airport shuttle, kids club, spa",294
HT-PVG-021,The Grand Shanghai Hotel II,Shanghai,China,4.7,Superior Queen,"rooftop terrace, breakfast included, spa",734
HT-PVG-022,Hotel Shanghai Central West,Shanghai,China,3.4,Family Room,"pool, parking, kids club, restaurant",360
HT-PVG-023,The Terrace Shanghai West,Shanghai,China,3.8,Standard Double,"bar, rooftop terrace, airport shuttle",444
HT-PVG-024,The Shanghai Boutique West,Shanghai,China,3.4,Superior Queen,"gym, pool, bar, beach access, airport shuttle",406
HT-PVG-025,The Terrace Shanghai Annex,Shanghai,China,4.9,Junior Suite,"kids club, bar, wifi, pool, breakfast included, gym",649
HT-PVG-026,Shanghai Garden Residence II,Shanghai,China,4,Superior Queen,"spa, wifi, restaurant, kids club",463
HT-PVG-027,Villa Shanghai East,Shanghai,China,3.5,Executive Suite,"gym, spa, bar",318
HT-PVG-028,The Terrace Shanghai Annex,Shanghai,China,2.9,Deluxe King,"airport shuttle, gym, restaurant, bar, breakfast included",296
HT-PVG-029,Shanghai Harbour Suites II,Shanghai,China,3.1,Family Room,"wifi, restaurant, parking",339
HT-PVG-030,Shanghai Harbour Suites Riverside,Shanghai,China,3.6,Twin Room,"wifi, beach access, rooftop terrace, spa, bar, breakfast included",406
HT-PVG-031,The Old Town Inn Shanghai Riverside,Shanghai,China,4.9,Deluxe King,"rooftop terrace, gym, kids club, bar, spa",661
HT-PVG-032,The Grand Shanghai Hotel West,Shanghai,China,3.7,Superior Queen,"parking, gym, spa, breakfast included, restaurant, bar",485
HT-BKK-001,Hilton Bangkok,Bangkok,Thailand,4.8,Twin Room,"beach access, bar, gym",460
HT-BKK-002,Marriott Bangkok,Bangkok,Thailand,5,Junior Suite,"bar, breakfast included, spa",504
HT-BKK-003,Hyatt Regency Bangkok,Bangkok,Thailand,4.9,Deluxe King,"airport shuttle, restaurant, beach access",445
HT-BKK-004,Bangkok Garden Residence,Bangkok,Thailand,4.9,Family Room,"bar, airport shuttle, restaurant, rooftop terrace, parking",408
HT-BKK-005,Shangri-La Bangkok,Bangkok,Thailand,4.9,Executive Suite,"spa, gym, breakfast included, kids club",478
HT-BKK-006,Four Seasons Bangkok,Bangkok,Thailand,4.6,Standard Double,"parking, pool, breakfast included, airport shuttle, kids club, beach access",445
HT-BKK-007,Villa Bangkok,Bangkok,Thailand,3.1,Standard Double,"beach access, spa, gym, rooftop terrace",203
HT-BKK-008,Bangkok Harbour Suites,Bangkok,Thailand,4.2,Deluxe King,"kids club, beach access, wifi, pool",364
HT-BKK-009,The Grand Bangkok Hotel,Bangkok,Thailand,5,Standard Double,"rooftop terrace, wifi, beach access, gym",431
HT-BKK-010,Novotel Bangkok,Bangkok,Thailand,3.8,Family Room,"spa, gym, pool, beach access",280
HT-BKK-011,Villa Bangkok East,Bangkok,Thailand,4.8,Junior Suite,"beach access, kids club, spa, gym",321
HT-BKK-012,Mercure Bangkok,Bangkok,Thailand,3.7,Superior Queen,"pool, kids club, parking, beach access",235
HT-BKK-013,ibis Bangkok,Bangkok,Thailand,2.8,Deluxe King,"beach access, wifi, pool",182
HT-BKK-014,ibis Styles Bangkok,Bangkok,Thailand,2.4,Standard Double,"rooftop terrace, gym, restaurant",167
HT-BKK-015,Travelodge Bangkok,Bangkok,Thailand,2.2,Junior Suite,"parking, wifi, spa, pool",100
HT-BKK-016,Bangkok Garden Residence West,Bangkok,Thailand,3.4,Executive Suite,"pool, spa, bar",242
HT-BKK-017,Bangkok Garden Residence Annex,Bangkok,Thailand,3.7,Executive Suite,"wifi, kids club, airport shuttle",314
HT-BKK-018,The Terrace Bangkok,Bangkok,Thailand,3.7,Superior Queen,"restaurant, parking, breakfast included, rooftop terrace, gym",238
HT-BKK-019,The Grand Bangkok Hotel II,Bangkok,Thailand,3.9,Family Room,"restaurant, beach access, rooftop terrace",359
HT-BKK-020,The Old Town Inn Bangkok,Bangkok,Thailand,2.7,Executive Suite,"restaurant, gym, rooftop terrace, wifi, airport shuttle, parking",151
HT-BKK-021,Hotel Bangkok Central,Bangkok,Thailand,4,Deluxe King,"wifi, pool, parking",265
HT-BKK-022,Hotel Bangkok Central Annex,Bangkok,Thailand,3.7,Deluxe King,"wifi, pool, gym, airport shuttle, spa, rooftop terrace",306
HT-BKK-023,Casa Bangkok,Bangkok,Thailand,2.7,Executive Suite,"airport shuttle, spa, restaurant, gym, bar",162
HT-BKK-024,The Bangkok Boutique,Bangkok,Thailand,5,Deluxe King,"rooftop terrace, spa, kids club, restaurant, parking",538
HT-BKK-025,The Grand Bangkok Hotel East,Bangkok,Thailand,4.8,Superior Queen,"gym, bar, beach access, rooftop terrace, spa, restaurant",468
HT-BKK-026,The Bangkok Boutique Annex,Bangkok,Thailand,4.4,Standard Double,"bar, airport shuttle, pool",350
HT-BKK-027,The Grand Bangkok Hotel Annex,Bangkok,Thailand,3.9,Superior Queen,"rooftop terrace, parking, beach access, restaurant, wifi",229
HT-BKK-028,Casa Bangkok Annex,Bangkok,Thailand,3,Junior Suite,"spa, pool, beach access, breakfast included",155
HT-BKK-029,The Bangkok Boutique East,Bangkok,Thailand,3.9,Deluxe King,"wifi, rooftop terrace, gym",232
HT-BKK-030,The Old Town Inn Bangkok Annex,Bangkok,Thailand,4.9,Standard Double,"kids club, pool, gym, wifi, parking",334
HT-BKK-031,The Terrace Bangkok West,Bangkok,Thailand,3,Executive Suite,"spa, parking, kids club, beach access, bar",190
HT-BKK-032,The Bangkok House,Bangkok,Thailand,3.4,Standard Double,"wifi, rooftop terrace, breakfast included, airport shuttle, pool, beach access",180
HT-CNX-001,The Terrace Chiang Mai,Chiang Mai,Thailand,3,Junior Suite,"beach access, pool, kids club, spa, airport shuttle",155
HT-CNX-002,Marriott Chiang Mai,Chiang Mai,Thailand,4.9,Standard Double,"bar, beach access, breakfast included, parking, restaurant, spa",438
HT-CNX-003,Hyatt Regency Chiang Mai,Chiang Mai,Thailand,4.6,Executive Suite,"spa, pool, airport shuttle, breakfast included",356
HT-CNX-004,InterContinental Chiang Mai,Chiang Mai,Thailand,4.8,Family Room,"kids club, pool, wifi, spa, gym, rooftop terrace",422
HT-CNX-005,Shangri-La Chiang Mai,Chiang Mai,Thailand,5,Junior Suite,"kids club, beach access, bar, spa",450
HT-CNX-006,Four Seasons Chiang Mai,Chiang Mai,Thailand,4.5,Twin Room,"bar, breakfast included, spa",312
HT-CNX-007,Casa Chiang Mai,Chiang Mai,Thailand,4.1,Twin Room,"wifi, pool, gym, kids club",253
HT-CNX-008,Crowne Plaza Chiang Mai,Chiang Mai,Thailand,4.4,Twin Room,"breakfast included, wifi, airport shuttle, spa, bar",286
HT-CNX-009,Radisson Blu Chiang Mai,Chiang Mai,Thailand,4.2,Executive Suite,"restaurant, kids club, gym",293
HT-CNX-010,Novotel Chiang Mai,Chiang Mai,Thailand,3.8,Superior Queen,"airport shuttle, wifi, pool",252
HT-CNX-011,Chiang Mai Garden Residence,Chiang Mai,Thailand,4,Twin Room,"rooftop terrace, wifi, bar, beach access",203
HT-CNX-012,Mercure Chiang Mai,Chiang Mai,Thailand,3.5,Superior Queen,"parking, wifi, beach access",243
HT-CNX-013,ibis Chiang Mai,Chiang Mai,Thailand,2.9,Twin Room,"wifi, spa, bar, parking",121
HT-CNX-014,ibis Styles Chiang Mai,Chiang Mai,Thailand,3,Superior Queen,"bar, pool, kids club, airport shuttle, wifi",192
HT-CNX-015,Travelodge Chiang Mai,Chiang Mai,Thailand,2.7,Standard Double,"parking, wifi, beach access, kids club",119
HT-CNX-016,The Grand Chiang Mai Hotel,Chiang Mai,Thailand,4.1,Twin Room,"airport shuttle, parking, wifi",217
HT-CNX-017,Chiang Mai Garden Residence Riverside,Chiang Mai,Thailand,4.6,Superior Queen,"spa, gym, breakfast included, kids club",306
HT-CNX-018,The Grand Chiang Mai Hotel Riverside,Chiang Mai,Thailand,4.9,Standard Double,"wifi, kids club, bar, pool, parking",360
HT-CNX-019,Casa Chiang Mai East,Chiang Mai,Thailand,3.8,Junior Suite,"spa, restaurant, beach access, airport shuttle",240
HT-CNX-020,Hotel Chiang Mai Central,Chiang Mai,Thailand,4.1,Standard Double,"parking, wifi, restaurant, breakfast included, pool",232
HT-CNX-021,Villa Chiang Mai,Chiang Mai,Thailand,5,Family Room,"pool, parking, wifi, beach access, gym",428
HT-CNX-022,The Chiang Mai House,Chiang Mai,Thailand,4.6,Superior Queen,"restaurant, airport shuttle, wifi, kids club, breakfast included",303
HT-CNX-023,Hotel Chiang Mai Central Annex,Chiang Mai,Thailand,4.4,Twin Room,"spa, wifi, bar, parking, beach access",332
HT-CNX-024,Casa Chiang Mai East,Chiang Mai,Thailand,2.9,Executive Suite,"pool, wifi, beach access, breakfast included, gym, rooftop terrace",190
HT-CNX-025,The Grand Chiang Mai Hotel Annex,Chiang Mai,Thailand,3.4,Superior Queen,"rooftop terrace, gym, wifi, pool, bar",189
HT-CNX-026,Casa Chiang Mai West,Chiang Mai,Thailand,4,Family Room,"wifi, pool, airport shuttle, beach access, parking, breakfast included",242
HT-CNX-027,The Chiang Mai House II,Chiang Mai,Thailand,4.3,Deluxe King,"wifi, breakfast included, restaurant, pool, kids club",297
HT-CNX-028,Hotel Chiang Mai Central Riverside,Chiang Mai,Thailand,3.6,Deluxe King,"airport shuttle, beach access, wifi, pool, bar, rooftop terrace",261
HT-CNX-029,The Chiang Mai House II,Chiang Mai,Thailand,4.1,Family Room,"rooftop terrace, spa, restaurant, gym",304
HT-CNX-030,Villa Chiang Mai East,Chiang Mai,Thailand,3.7,Superior Queen,"restaurant, beach access, wifi, bar, pool, breakfast included",241
HT-CNX-031,Chiang Mai Harbour Suites,Chiang Mai,Thailand,4.7,Standard Double,"wifi, kids club, airport shuttle, rooftop terrace, bar, pool",337
HT-CNX-032,Chiang Mai Harbour Suites East,Chiang Mai,Thailand,3.6,Junior Suite,"gym, airport shuttle, restaurant, pool, rooftop terrace, beach access",230
HT-CNX-033,The Terrace Chiang Mai West,Chiang Mai,Thailand,4.3,Junior Suite,"wifi, kids club, restaurant, airport shuttle, pool, beach access",249
HT-HKT-001,Hilton Phuket,Phuket,Thailand,4.5,Superior Queen,"parking, spa, airport shuttle, breakfast included",489
HT-HKT-002,Hotel Phuket Central,Phuket,Thailand,3.4,Family Room,"rooftop terrace, breakfast included, restaurant, gym, kids club, spa",210
HT-HKT-003,Hyatt Regency Phuket,Phuket,Thailand,4.6,Twin Room,"parking, pool, beach access",481
HT-HKT-004,InterContinental Phuket,Phuket,Thailand,4.8,Twin Room,"parking, wifi, beach access",531
HT-HKT-005,Shangri-La Phuket,Phuket,Thailand,4.5,Standard Double,"bar, spa, rooftop terrace, kids club",493
HT-HKT-006,Four Seasons Phuket,Phuket,Thailand,4.7,Twin Room,"spa, wifi, beach access, restaurant, pool",491
HT-HKT-007,Sheraton Phuket,Phuket,Thailand,4.4,Family Room,"kids club, restaurant, bar",430
HT-HKT-008,Crowne Plaza Phuket,Phuket,Thailand,4.1,Junior Suite,"breakfast included, gym, restaurant, rooftop terrace, bar, pool",322
HT-HKT-009,Radisson Blu Phuket,Phuket,Thailand,4.3,Deluxe King,"spa, parking, gym, bar, breakfast included, airport shuttle",417
HT-HKT-010,The Phuket House,Phuket,Thailand,3.4,Deluxe King,"gym, airport shuttle, parking",250
HT-HKT-011,Holiday Inn Phuket,Phuket,Thailand,3,Twin Room,"kids club, gym, restaurant, wifi, pool",232
HT-HKT-012,Mercure Phuket,Phuket,Thailand,3.2,Deluxe King,"pool, spa, gym",225
HT-HKT-013,ibis Phuket,Phuket,Thailand,2.7,Family Room,"rooftop terrace, airport shuttle, breakfast included, spa",185
HT-HKT-014,ibis Styles Phuket,Phuket,Thailand,2.7,Twin Room,"pool, spa, rooftop terrace, bar, breakfast included, wifi",157
HT-HKT-015,Travelodge Phuket,Phuket,Thailand,2.8,Executive Suite,"spa, wifi, kids club",146
HT-HKT-016,The Phuket Boutique,Phuket,Thailand,4.7,Deluxe King,"airport shuttle, wifi, bar, restaurant, beach access, rooftop terrace",422
HT-HKT-017,Phuket Garden Residence,Phuket,Thailand,3.5,Executive Suite,"wifi, breakfast included, parking, spa",309
HT-HKT-018,Phuket Garden Residence II,Phuket,Thailand,4.5,Deluxe King,"breakfast included, gym, kids club",307
HT-HKT-019,The Terrace Phuket,Phuket,Thailand,4.4,Standard Double,"breakfast included, spa, gym, kids club, pool, bar",324
HT-HKT-020,The Phuket House II,Phuket,Thailand,3.8,Executive Suite,"kids club, breakfast included, beach access",331
HT-HKT-021,Hotel Phuket Central Annex,Phuket,Thailand,3.5,Executive Suite,"wifi, kids club, restaurant",225
HT-HKT-022,Phuket Harbour Suites,Phuket,Thailand,2.9,Deluxe King,"wifi, kids club, pool",178
HT-HKT-023,Phuket Garden Residence Annex,Phuket,Thailand,2.9,Junior Suite,"bar, breakfast included, spa, beach access",162
HT-HKT-024,The Terrace Phuket Riverside,Phuket,Thailand,3.3,Standard Double,"breakfast included, spa, kids club, beach access, gym, bar",234
HT-HKT-025,Casa Phuket,Phuket,Thailand,2.8,Standard Double,"restaurant, wifi, kids club, bar, airport shuttle",150
HT-HKT-026,Casa Phuket Riverside,Phuket,Thailand,3,Superior Queen,"beach access, wifi, pool, bar, airport shuttle, parking",159
HT-HKT-027,Phuket Garden Residence Riverside,Phuket,Thailand,4.3,Superior Queen,"kids club, wifi, pool, gym, breakfast included, bar",396
HT-HKT-028,The Phuket Boutique West,Phuket,Thailand,2.6,Superior Queen,"wifi, parking, airport shuttle",146
HT-HKT-029,Villa Phuket,Phuket,Thailand,2.7,Junior Suite,"wifi, breakfast included, beach access, kids club",139
HT-HKT-030,The Grand Phuket Hotel,Phuket,Thailand,2.7,Junior Suite,"airport shuttle, restaurant, bar, breakfast included",198
HT-SIN-001,The Old Town Inn Singapore,Singapore,Singapore,3.6,Family Room,"bar, gym, restaurant",554
HT-SIN-002,Singapore Garden Residence,Singapore,Singapore,2.9,Standard Double,"gym, breakfast included, pool",361
HT-SIN-003,Hyatt Regency Singapore,Singapore,Singapore,5,Superior Queen,"spa, gym, bar",774
HT-SIN-004,The Singapore House,Singapore,Singapore,3.3,Superior Queen,"spa, kids club, airport shuttle, pool, beach access",481
HT-SIN-005,Shangri-La Singapore,Singapore,Singapore,5,Standard Double,"bar, beach access, wifi, spa",963
HT-SIN-006,Casa Singapore,Singapore,Singapore,3.4,Twin Room,"pool, breakfast included, beach access, kids club",530
HT-SIN-007,The Old Town Inn Singapore II,Singapore,Singapore,3.5,Standard Double,"gym, airport shuttle, pool, restaurant, rooftop terrace, wifi",472
HT-SIN-008,Crowne Plaza Singapore,Singapore,Singapore,3.5,Family Room,"parking, beach access, airport shuttle, spa, kids club",574
HT-SIN-009,Singapore Garden Residence Annex,Singapore,Singapore,2.8,Executive Suite,"restaurant, kids club, beach access, gym, pool, wifi",348
HT-SIN-010,Novotel Singapore,Singapore,Singapore,4.5,Family Room,"beach access, breakfast included, bar, kids club, parking, airport shuttle",594
HT-SIN-011,Holiday Inn Singapore,Singapore,Singapore,3.4,Family Room,"wifi, restaurant, airport shuttle",429
HT-SIN-012,Mercure Singapore,Singapore,Singapore,3.4,Standard Double,"rooftop terrace, restaurant, gym",543
HT-SIN-013,ibis Singapore,Singapore,Singapore,2.3,Family Room,"bar, kids club, airport shuttle, spa, beach access, parking",193
HT-SIN-014,ibis Styles Singapore,Singapore,Singapore,2.7,Standard Double,"wifi, gym, pool, restaurant",298
HT-SIN-015,Travelodge Singapore,Singapore,Singapore,2.9,Superior Queen,"restaurant, parking, pool, airport shuttle, gym, kids club",308
HT-SIN-016,The Singapore Boutique,Singapore,Singapore,5,Junior Suite,"kids club, parking, wifi",700
HT-SIN-017,Casa Singapore Annex,Singapore,Singapore,4.1,Executive Suite,"kids club, gym, breakfast included, airport shuttle, beach access, wifi",603
HT-SIN-018,The Grand Singapore Hotel,Singapore,Singapore,4,Twin Room,"parking, bar, spa",545
HT-SIN-019,The Grand Singapore Hotel Annex,Singapore,Singapore,2.9,Junior Suite,"airport shuttle, beach access, parking",364
HT-SIN-020,Villa Singapore,Singapore,Singapore,3.5,Standard Double,"breakfast included, rooftop terrace, restaurant, spa, parking",534
HT-SIN-021,Singapore Harbour Suites,Singapore,Singapore,4.2,Standard Double,"spa, wifi, airport shuttle, rooftop terrace",617
HT-SIN-022,The Grand Singapore Hotel Annex,Singapore,Singapore,3.1,Executive Suite,"bar, spa, airport shuttle, beach access",396
HT-SIN-023,Singapore Harbour Suites Annex,Singapore,Singapore,3.4,Executive Suite,"bar, rooftop terrace, spa, parking",433
HT-SIN-024,The Grand Singapore Hotel Riverside,Singapore,Singapore,3.2,Executive Suite,"airport shuttle, rooftop terrace, kids club, spa, pool",458
HT-SIN-025,The Terrace Singapore,Singapore,Singapore,4.4,Twin Room,"bar, beach access, gym, parking, rooftop terrace",558
HT-SIN-026,The Terrace Singapore Riverside,Singapore,Singapore,3.8,Family Room,"pool, airport shuttle, restaurant",576
HT-SIN-027,Hotel Singapore Central,Singapore,Singapore,4,Junior Suite,"pool, beach access, spa",640
HT-SIN-028,The Terrace Singapore West,Singapore,Singapore,3,Family Room,"gym, breakfast included, beach access, pool",425
