activity_id,activity_name,city,country,category,price_aud,rating,suitable_for,duration_hours
AC-SIN-020,Singapore Wellness & Spa Half-Day,Singapore,Singapore,wellness,327,3.5,couples,4.9
AC-SIN-021,Singapore Sunrise Yoga Session,Singapore,Singapore,wellness,59,4.1,everyone,1.8
AC-SIN-022,Singapore Hop-On Hop-Off Bus Pass,Singapore,Singapore,sightseeing,85,4,"families, everyone",7.4
AC-SIN-023,Singapore River & Canal Cruise,Singapore,Singapore,sightseeing,99,4.7,everyone,2.1
AC-SIN-024,Singapore Observation Deck Skip-the-Line,Singapore,Singapore,sightseeing,68,3.9,families,1.5
AC-SIN-025,Singapore Street Food Walking Tour — Afternoon Edition,Singapore,Singapore,food & drink,61,4.9,"couples, foodies",3.8
AC-SIN-026,Singapore Cooking Class with Local Chef — Afternoon Edition,Singapore,Singapore,food & drink,188,4.6,"couples, families",3.4
AC-SIN-027,Singapore Night Market & Tapas Crawl — Afternoon Edition,Singapore,Singapore,food & drink,100,5,"adults, groups",3.1
AC-SIN-028,Historic Singapore City Walking Tour — Private Edition,Singapore,Singapore,culture,54,4.2,everyone,3.4
AC-SIN-029,Singapore Museum & Gallery Pass — Morning Edition,Singapore,Singapore,culture,103,3.4,everyone,5.1
AC-SIN-030,Singapore Old Town Photography Tour — Private Edition,Singapore,Singapore,culture,139,4.6,"couples, solo travellers",3.3
AC-SIN-031,Singapore Sunset Cruise — Small Group Edition,Singapore,Singapore,water,177,3.6,"couples, families",2.7
AC-SIN-032,Snorkelling Day Trip from Singapore — Small Group Edition,Singapore,Singapore,water,309,4.4,"families, adventure seekers",7.2
AC-SIN-033,Singapore Kayak & Coastline Tour — Evening Edition,Singapore,Singapore,water,192,4.4,active travellers,3.4
AC-SIN-034,Singapore Countryside Day Trip — Afternoon Edition,Singapore,Singapore,day trip,365,4.8,everyone,8.1
AC-SIN-035,Wine & Vineyard Tour near Singapore — Afternoon Edition,Singapore,Singapore,day trip,204,3.5,adults,7.9
AC-SIN-036,Singapore Hidden Villages Small-Group Tour — Private Edition,Singapore,Singapore,day trip,304,4.2,small groups,8.6
AC-SIN-037,Singapore Mountain Hike & Viewpoints — Evening Edition,Singapore,Singapore,adventure,154,4.1,active travellers,5.4
AC-SIN-038,Singapore Bike Tour — Private Edition,Singapore,Singapore,adventure,88,3.9,"active travellers, families",3.7
AC-SIN-039,Singapore Zipline & Ropes Adventure — Evening Edition,Singapore,Singapore,adventure,205,4.7,adventure seekers,2.3
AC-KUL-001,Kuala Lumpur Street Food Walking Tour,Kuala Lumpur,Malaysia,food & drink,43,4.9,"couples, foodies",3
AC-KUL-002,Kuala Lumpur Cooking Class with Local Chef,Kuala Lumpur,Malaysia,food & drink,90,4.5,"couples, families",3.3
AC-KUL-003,Kuala Lumpur Night Market & Tapas Crawl,Kuala Lumpur,Malaysia,food & drink,54,3.8,"adults, groups",3.2
AC-KUL-004,Historic Kuala Lumpur City Walking Tour,Kuala Lumpur,Malaysia,culture,46,3.9,everyone,2.4
AC-KUL-005,Kuala Lumpur Museum & Gallery Pass,Kuala Lumpur,Malaysia,culture,51,3.4,everyone,5.8
AC-KUL-006,Kuala Lumpur Old Town Photography Tour,Kuala Lumpur,Malaysia,culture,48,4.2,"couples, solo travellers",2.9
AC-KUL-007,Kuala Lumpur Sunset Cruise,Kuala Lumpur,Malaysia,water,119,4.8,"couples, families",2.8
AC-KUL-008,Snorkelling Day Trip from Kuala Lumpur,Kuala Lumpur,Malaysia,water,70,4.8,"families, adventure seekers",6.4
AC-KUL-009,Kuala Lumpur Kayak & Coastline Tour,Kuala Lumpur,Malaysia,water,59,4,active travellers,3.7
AC-KUL-010,Kuala Lumpur Countryside Day Trip,Kuala Lumpur,Malaysia,day trip,146,3.9,everyone,9.5
AC-KUL-011,Wine & Vineyard Tour near Kuala Lumpur,Kuala Lumpur,Malaysia,day trip,104,4.7,adults,7.1
AC-KUL-012,Kuala Lumpur Hidden Villages Small-Group Tour,Kuala Lumpur,Malaysia,day trip,146,3.6,small groups,7.4
AC-KUL-013,Kuala Lumpur Mountain Hike & Viewpoints,Kuala Lumpur,Malaysia,adventure,71,4.3,active travellers,4.4
AC-KUL-014,Kuala Lumpur Bike Tour,Kuala Lumpur,Malaysia,adventure,76,4.9,"active travellers, families",3.5
AC-KUL-015,Kuala Lumpur Zipline & Ropes Adventure,Kuala Lumpur,Malaysia,adventure,93,4.9,adventure seekers,2.7
AC-KUL-016,Kuala Lumpur Rooftop Bar Crawl,Kuala Lumpur,Malaysia,nightlife,48,4.7,"adults, groups",3.6
AC-KUL-017,Kuala Lumpur Live Music & Dinner Evening,Kuala Lumpur,Malaysia,nightlife,90,4.2,"couples, adults",3.5
AC-KUL-018,Kuala Lumpur Craft & Artisan Workshop,Kuala Lumpur,Malaysia,class,55,3.5,everyone,3
AC-KUL-019,Kuala Lumpur Language & Culture Crash Course,Kuala Lumpur,Malaysia,class,63,4.2,solo travellers,2.5
AC-KUL-020,Kuala Lumpur Wellness & Spa Half-Day,Kuala Lumpur,Malaysia,wellness,210,3.8,couples,3.5
AC-KUL-021,Kuala Lumpur Sunrise Yoga Session,Kuala Lumpur,Malaysia,wellness,31,4.1,everyone,1.7
AC-KUL-022,Kuala Lumpur Hop-On Hop-Off Bus Pass,Kuala Lumpur,Malaysia,sightseeing,31,4.9,"families, everyone",5.9
AC-KUL-023,Kuala Lumpur River & Canal Cruise,Kuala Lumpur,Malaysia,sightseeing,57,3.9,everyone,1.7
AC-KUL-024,Kuala Lumpur Observation Deck Skip-the-Line,Kuala Lumpur,Malaysia,sightseeing,39,3.9,families,1.5
AC-KUL-025,Kuala Lumpur Street Food Walking Tour — Afternoon Edition,Kuala Lumpur,Malaysia,food & drink,65,4.2,"couples, foodies",2.7
AC-KUL-026,Kuala Lumpur Cooking Class with Local Chef — Premium Edition,Kuala Lumpur,Malaysia,food & drink,80,4.5,"couples, families",3.6
AC-KUL-027,Kuala Lumpur Night Market & Tapas Crawl — Premium Edition,Kuala Lumpur,Malaysia,food & drink,48,3.7,"adults, groups",3.3
AC-KUL-028,Historic Kuala Lumpur City Walking Tour — Morning Edition,Kuala Lumpur,Malaysia,culture,19,4.5,everyone,2.6
AC-KUL-029,Kuala Lumpur Museum & Gallery Pass — Morning Edition,Kuala Lumpur,Malaysia,culture,54,3.9,everyone,3.4
AC-KUL-030,Kuala Lumpur Old Town Photography Tour — Premium Edition,Kuala Lumpur,Malaysia,culture,78,4,"couples, solo travellers",3.9
AC-KUL-031,Kuala Lumpur Sunset Cruise — Private Edition,Kuala Lumpur,Malaysia,water,62,3.5,"couples, families",2.1
AC-KUL-032,Snorkelling Day Trip from Kuala Lumpur — Small Group Edition,Kuala Lumpur,Malaysia,water,121,3.4,"families, adventure seekers",7.2
AC-KUL-033,Kuala Lumpur Kayak & Coastline Tour — Evening Edition,Kuala Lumpur,Malaysia,water,51,3.5,active travellers,3.8
AC-KUL-034,Kuala Lumpur Countryside Day Trip — Afternoon Edition,Kuala Lumpur,Malaysia,day trip,141,5,everyone,9.2
AC-KUL-035,Wine & Vineyard Tour near Kuala Lumpur — Morning Edition,Kuala Lumpur,Malaysia,day trip,153,4,adults,6.4
AC-KUL-036,Kuala Lumpur Hidden Villages Small-Group Tour — Premium Edition,Kuala Lumpur,Malaysia,day trip,99,4.5,small groups,7.8
AC-KUL-037,Kuala Lumpur Mountain Hike & Viewpoints — Afternoon Edition,Kuala Lumpur,Malaysia,adventure,99,4,active travellers,7.7
AC-KUL-038,Kuala Lumpur Bike Tour — Afternoon Edition,Kuala Lumpur,Malaysia,adventure,62,3.7,"active travellers, families",3.9
AC-KUL-039,Kuala Lumpur Zipline & Ropes Adventure — Afternoon Edition,Kuala Lumpur,Malaysia,adventure,101,4.7,adventure seekers,2.1
AC-KUL-040,Kuala Lumpur Rooftop Bar Crawl — Private Edition,Kuala Lumpur,Malaysia,nightlife,85,4.6,"adults, groups",3.2
AC-KUL-041,Kuala Lumpur Live Music & Dinner Evening — Afternoon Edition,Kuala Lumpur,Malaysia,nightlife,80,5,"couples, adults",3.1
AC-DPS-001,Denpasar Street Food Walking Tour,Denpasar,Indonesia,food & drink,51,3.6,"couples, foodies",3.1
AC-DPS-002,Denpasar Cooking Class with Local Chef,Denpasar,Indonesia,food & drink,99,4.8,"couples, families",3.7
AC-DPS-003,Denpasar Night Market & Tapas Crawl,Denpasar,Indonesia,food & drink,72,4.3,"adults, groups",3.4
AC-DPS-004,Historic Denpasar City Walking Tour,Denpasar,Indonesia,culture,38,4.1,everyone,2.8
AC-DPS-005,Denpasar Museum & Gallery Pass,Denpasar,Indonesia,culture,25,5,everyone,4.4
AC-DPS-006,Denpasar Old Town Photography Tour,Denpasar,Indonesia,culture,70,4.2,"couples, solo travellers",3.9
AC-DPS-007,Denpasar Sunset Cruise,Denpasar,Indonesia,water,47,4.9,"couples, families",2.5
AC-DPS-008,Snorkelling Day Trip from Denpasar,Denpasar,Indonesia,water,71,4.2,"families, adventure seekers",7.3
AC-DPS-009,Denpasar Kayak & Coastline Tour,Denpasar,Indonesia,water,79,3.7,active travellers,3.6
AC-DPS-010,Denpasar Countryside Day Trip,Denpasar,Indonesia,day trip,167,4.1,everyone,9.1
AC-DPS-011,Wine & Vineyard Tour near Denpasar,Denpasar,Indonesia,day trip,160,3.9,adults,6.9
AC-DPS-012,Denpasar Hidden Villages Small-Group Tour,Denpasar,Indonesia,day trip,86,4.6,small groups,7.6
AC-DPS-013,Denpasar Mountain Hike & Viewpoints,Denpasar,Indonesia,adventure,91,3.7,active travellers,5.1
AC-DPS-014,Denpasar Bike Tour,Denpasar,Indonesia,adventure,67,4.5,"active travellers, families",3.1
AC-DPS-015,Denpasar Zipline & Ropes Adventure,Denpasar,Indonesia,adventure,114,4.9,adventure seekers,3.2
AC-DPS-016,Denpasar Rooftop Bar Crawl,Denpasar,Indonesia,nightlife,62,4.4,"adults, groups",3.9
AC-DPS-017,Denpasar Live Music & Dinner Evening,Denpasar,Indonesia,nightlife,111,4.9,"couples, adults",3.4
AC-DPS-018,Denpasar Craft & Artisan Workshop,Denpasar,Indonesia,class,55,4.5,everyone,2.6
AC-DPS-019,Denpasar Language & Culture Crash Course,Denpasar,Indonesia,class,38,3.5,solo travellers,2.9
AC-DPS-020,Denpasar Wellness & Spa Half-Day,Denpasar,Indonesia,wellness,126,4.1,couples,3.3
AC-DPS-021,Denpasar Sunrise Yoga Session,Denpasar,Indonesia,wellness,36,4.1,everyone,1.3
AC-DPS-022,Denpasar Hop-On Hop-Off Bus Pass,Denpasar,Indonesia,sightseeing,46,4.7,"families, everyone",5.7
AC-DPS-023,Denpasar River & Canal Cruise,Denpasar,Indonesia,sightseeing,49,3.5,everyone,2.2
AC-DPS-024,Denpasar Observation Deck Skip-the-Line,Denpasar,Indonesia,sightseeing,53,3.8,families,1.7
AC-DPS-025,Denpasar Street Food Walking Tour — Afternoon Edition,Denpasar,Indonesia,food & drink,67,4.1,"couples, foodies",3.5
AC-DPS-026,Denpasar Cooking Class with Local Chef — Private Edition,Denpasar,Indonesia,food & drink,112,4.9,"couples, families",3.9
AC-DPS-027,Denpasar Night Market & Tapas Crawl — Morning Edition,Denpasar,Indonesia,food & drink,49,3.8,"adults, groups",3
AC-DPS-028,Historic Denpasar City Walking Tour — Private Edition,Denpasar,Indonesia,culture,33,4.1,everyone,3.1
AC-DPS-029,Denpasar Museum & Gallery Pass — Afternoon Edition,Denpasar,Indonesia,culture,54,4.2,everyone,3.1
AC-DPS-030,Denpasar Old Town Photography Tour — Premium Edition,Denpasar,Indonesia,culture,80,4.9,"couples, solo travellers",2.9
AC-DPS-031,Denpasar Sunset Cruise — Evening Edition,Denpasar,Indonesia,water,114,4.6,"couples, families",2.4
AC-DPS-032,Snorkelling Day Trip from Denpasar — Afternoon Edition,Denpasar,Indonesia,water,69,4.8,"families, adventure seekers",7.3
AC-DPS-033,Denpasar Kayak & Coastline Tour — Small Group Edition,Denpasar,Indonesia,water,51,3.7,active travellers,3.5
AC-DPS-034,Denpasar Countryside Day Trip — Small Group Edition,Denpasar,Indonesia,day trip,160,4.7,everyone,9.1
AC-DPS-035,Wine & Vineyard Tour near Denpasar — Evening Edition,Denpasar,Indonesia,day trip,194,3.8,adults,7
AC-DPS-036,Denpasar Hidden Villages Small-Group Tour — Premium Edition,Denpasar,Indonesia,day trip,139,4,small groups,7.9
AC-DPS-037,Denpasar Mountain Hike & Viewpoints — Morning Edition,Denpasar,Indonesia,adventure,36,3.7,active travellers,6
AC-DPS-038,Denpasar Bike Tour — Small Group Edition,Denpasar,Indonesia,adventure,32,4,"active travellers, families",3.6
AC-DPS-039,Denpasar Zipline & Ropes Adventure — Small Group Edition,Denpasar,Indonesia,adventure,106,4.5,adventure seekers,3.3
AC-DPS-040,Denpasar Rooftop Bar Crawl — Afternoon Edition,Denpasar,Indonesia,nightlife,68,3.7,"adults, groups",3.6
AC-DPS-041,Denpasar Live Music & Dinner Evening — Premium Edition,Denpasar,Indonesia,nightlife,101,4.9,"couples, adults",3.1
AC-DPS-042,Denpasar Craft & Artisan Workshop — Morning Edition,Denpasar,Indonesia,class,97,4.3,everyone,3
AC-DPS-043,Denpasar Language & Culture Crash Course — Premium Edition,Denpasar,Indonesia,class,29,4,solo travellers,2.9
AC-DPS-044,Denpasar Wellness & Spa Half-Day — Evening Edition,Denpasar,Indonesia,wellness,135,4.2,couples,3.2
AC-CGK-001,Jakarta Street Food Walking Tour,Jakarta,Indonesia,food & drink,36,3.5,"couples, foodies",3.7
AC-CGK-002,Jakarta Cooking Class with Local Chef,Jakarta,Indonesia,food & drink,99,4,"couples, families",3.8
AC-CGK-003,Jakarta Night Market & Tapas Crawl,Jakarta,Indonesia,food & drink,48,3.5,"adults, groups",3.3
AC-CGK-004,Historic Jakarta City Walking Tour,Jakarta,Indonesia,culture,31,4.5,everyone,2.1
AC-CGK-005,Jakarta Museum & Gallery Pass,Jakarta,Indonesia,culture,25,3.9,everyone,4.2
AC-CGK-006,Jakarta Old Town Photography Tour,Jakarta,Indonesia,culture,72,4.1,"couples, solo travellers",2.4
AC-CGK-007,Jakarta Sunset Cruise,Jakarta,Indonesia,water,72,4,"couples, families",2.9
AC-CGK-008,Snorkelling Day Trip from Jakarta,Jakarta,Indonesia,water,100,3.6,"families, adventure seekers",6.4
AC-CGK-009,Jakarta Kayak & Coastline Tour,Jakarta,Indonesia,water,75,4.3,active travellers,3.9
AC-CGK-010,Jakarta Countryside Day Trip,Jakarta,Indonesia,day trip,77,5,everyone,9.4
AC-CGK-011,Wine & Vineyard Tour near Jakarta,Jakarta,Indonesia,day trip,111,3.5,adults,6.4
AC-CGK-012,Jakarta Hidden Villages Small-Group Tour,Jakarta,Indonesia,day trip,81,4.3,small groups,8.2
AC-CGK-013,Jakarta Mountain Hike & Viewpoints,Jakarta,Indonesia,adventure,56,4.9,active travellers,4.6
AC-CGK-014,Jakarta Bike Tour,Jakarta,Indonesia,adventure,39,4.8,"active travellers, families",3.1
AC-CGK-015,Jakarta Zipline & Ropes Adventure,Jakarta,Indonesia,adventure,124,4.8,adventure seekers,3.8
AC-CGK-016,Jakarta Rooftop Bar Crawl,Jakarta,Indonesia,nightlife,81,3.5,"adults, groups",3.8
AC-CGK-017,Jakarta Live Music & Dinner Evening,Jakarta,Indonesia,nightlife,140,4,"couples, adults",3.5
AC-CGK-018,Jakarta Craft & Artisan Workshop,Jakarta,Indonesia,class,87,4.8,everyone,2
AC-CGK-019,Jakarta Language & Culture Crash Course,Jakarta,Indonesia,class,42,4.2,solo travellers,2.4
AC-CGK-020,Jakarta Wellness & Spa Half-Day,Jakarta,Indonesia,wellness,157,4.7,couples,4.3
AC-CGK-021,Jakarta Sunrise Yoga Session,Jakarta,Indonesia,wellness,36,4.2,everyone,1.2
AC-CGK-022,Jakarta Hop-On Hop-Off Bus Pass,Jakarta,Indonesia,sightseeing,46,4.8,"families, everyone",5.7
AC-CGK-023,Jakarta River & Canal Cruise,Jakarta,Indonesia,sightseeing,43,3.7,everyone,2.4
AC-CGK-024,Jakarta Observation Deck Skip-the-Line,Jakarta,Indonesia,sightseeing,51,4.7,families,1.5
AC-CGK-025,Jakarta Street Food Walking Tour — Afternoon Edition,Jakarta,Indonesia,food & drink,55,4.3,"couples, foodies",2.7
AC-CGK-026,Jakarta Cooking Class with Local Chef — Small Group Edition,Jakarta,Indonesia,food & drink,68,4.5,"couples, families",3.4
AC-CGK-027,Jakarta Night Market & Tapas Crawl — Evening Edition,Jakarta,Indonesia,food & drink,60,4.5,"adults, groups",4
AC-CGK-028,Historic Jakarta City Walking Tour — Afternoon Edition,Jakarta,Indonesia,culture,33,3.7,everyone,2.6
AC-CGK-029,Jakarta Museum & Gallery Pass — Evening Edition,Jakarta,Indonesia,culture,46,3.6,everyone,3.5
AC-CGK-030,Jakarta Old Town Photography Tour — Afternoon Edition,Jakarta,Indonesia,culture,54,3.7,"couples, solo travellers",2.5
AC-CGK-031,Jakarta Sunset Cruise — Evening Edition,Jakarta,Indonesia,water,80,4.2,"couples, families",2.3
AC-CGK-032,Snorkelling Day Trip from Jakarta — Afternoon Edition,Jakarta,Indonesia,water,131,4.8,"families, adventure seekers",7.2
AC-CGK-033,Jakarta Kayak & Coastline Tour — Premium Edition,Jakarta,Indonesia,water,85,3.9,active travellers,4
AC-CGK-034,Jakarta Countryside Day Trip — Evening Edition,Jakarta,Indonesia,day trip,122,4.3,everyone,9.2
AC-CGK-035,Wine & Vineyard Tour near Jakarta — Private Edition,Jakarta,Indonesia,day trip,102,4.1,adults,6.1
AC-CGK-036,Jakarta Hidden Villages Small-Group Tour — Premium Edition,Jakarta,Indonesia,day trip,164,4.9,small groups,8
AC-CGK-037,Jakarta Mountain Hike & Viewpoints — Afternoon Edition,Jakarta,Indonesia,adventure,90,4.8,active travellers,4.7
AC-CGK-038,Jakarta Bike Tour — Evening Edition,Jakarta,Indonesia,adventure,53,4.6,"active travellers, families",3.1
AC-CGK-039,Jakarta Zipline & Ropes Adventure — Premium Edition,Jakarta,Indonesia,adventure,79,3.8,adventure seekers,3.6
AC-CGK-040,Jakarta Rooftop Bar Crawl — Evening Edition,Jakarta,Indonesia,nightlife,54,4.7,"adults, groups",3.8
AC-CGK-041,Jakarta Live Music & Dinner Evening — Private Edition,Jakarta,Indonesia,nightlife,68,4.1,"couples, adults",3.7
AC-HAN-001,Hanoi Street Food Walking Tour,Hanoi,Vietnam,food & drink,71,3.5,"couples, foodies",2.7
AC-HAN-002,Hanoi Cooking Class with Local Chef,Hanoi,Vietnam,food & drink,86,4.7,"couples, families",3.3
AC-HAN-003,Hanoi Night Market & Tapas Crawl,Hanoi,Vietnam,food & drink,61,4,"adults, groups",3.1
AC-HAN-004,Historic Hanoi City Walking Tour,Hanoi,Vietnam,culture,36,3.5,everyone,3.2
AC-HAN-005,Hanoi Museum & Gallery Pass,Hanoi,Vietnam,culture,44,4.1,everyone,5.6
AC-HAN-006,Hanoi Old Town Photography Tour,Hanoi,Vietnam,culture,73,3.9,"couples, solo travellers",3.2
AC-HAN-007,Hanoi Sunset Cruise,Hanoi,Vietnam,water,120,4.9,"couples, families",2.6
AC-HAN-008,Snorkelling Day Trip from Hanoi,Hanoi,Vietnam,water,93,3.8,"families, adventure seekers",6.3
AC-HAN-009,Hanoi Kayak & Coastline Tour,Hanoi,Vietnam,water,55,4.3,active travellers,3.7
AC-HAN-010,Hanoi Countryside Day Trip,Hanoi,Vietnam,day trip,133,3.5,everyone,8.6
AC-HAN-011,Wine & Vineyard Tour near Hanoi,Hanoi,Vietnam,day trip,192,3.6,adults,6.8
AC-HAN-012,Hanoi Hidden Villages Small-Group Tour,Hanoi,Vietnam,day trip,107,3.7,small groups,7.9
AC-HAN-013,Hanoi Mountain Hike & Viewpoints,Hanoi,Vietnam,adventure,41,4,active travellers,4.9
AC-HAN-014,Hanoi Bike Tour,Hanoi,Vietnam,adventure,44,3.5,"active travellers, families",3.1
AC-HAN-015,Hanoi Zipline & Ropes Adventure,Hanoi,Vietnam,adventure,100,3.9,adventure seekers,2.6
AC-HAN-016,Hanoi Rooftop Bar Crawl,Hanoi,Vietnam,nightlife,41,4.1,"adults, groups",3.7
AC-HAN-017,Hanoi Live Music & Dinner Evening,Hanoi,Vietnam,nightlife,73,4.2,"couples, adults",3.2
AC-HAN-018,Hanoi Craft & Artisan Workshop,Hanoi,Vietnam,class,92,3.7,everyone,2.4
AC-HAN-019,Hanoi Language & Culture Crash Course,Hanoi,Vietnam,class,28,3.5,solo travellers,2.3
AC-HAN-020,Hanoi Wellness & Spa Half-Day,Hanoi,Vietnam,wellness,110,3.8,couples,4.2
AC-HAN-021,Hanoi Sunrise Yoga Session,Hanoi,Vietnam,wellness,35,4.3,everyone,1.5
AC-HAN-022,Hanoi Hop-On Hop-Off Bus Pass,Hanoi,Vietnam,sightseeing,26,4.6,"families, everyone",5.9
AC-HAN-023,Hanoi River & Canal Cruise,Hanoi,Vietnam,sightseeing,42,3.5,everyone,1.1
AC-HAN-024,Hanoi Observation Deck Skip-the-Line,Hanoi,Vietnam,sightseeing,28,4.8,families,1
AC-HAN-025,Hanoi Street Food Walking Tour — Small Group Edition,Hanoi,Vietnam,food & drink,60,4.8,"couples, foodies",3.8
AC-HAN-026,Hanoi Cooking Class with Local Chef — Morning Edition,Hanoi,Vietnam,food & drink,49,4.3,"couples, families",3.6
AC-HAN-027,Hanoi Night Market & Tapas Crawl — Morning Edition,Hanoi,Vietnam,food & drink,65,4.5,"adults, groups",3.4
AC-HAN-028,Historic Hanoi City Walking Tour — Evening Edition,Hanoi,Vietnam,culture,27,3.9,everyone,3.4
AC-HAN-029,Hanoi Museum & Gallery Pass — Small Group Edition,Hanoi,Vietnam,culture,41,4.9,everyone,5.8
AC-HAN-030,Hanoi Old Town Photography Tour — Morning Edition,Hanoi,Vietnam,culture,76,3.5,"couples, solo travellers",3.3
AC-HAN-031,Hanoi Sunset Cruise — Morning Edition,Hanoi,Vietnam,water,65,3.8,"couples, families",3
AC-HAN-032,Snorkelling Day Trip from Hanoi — Small Group Edition,Hanoi,Vietnam,water,64,4.4,"families, adventure seekers",7.6
AC-HAN-033,Hanoi Kayak & Coastline Tour — Small Group Edition,Hanoi,Vietnam,water,50,3.4,active travellers,3.2
AC-HAN-034,Hanoi Countryside Day Trip — Evening Edition,Hanoi,Vietnam,day trip,104,4.2,everyone,8.7
AC-HAN-035,Wine & Vineyard Tour near Hanoi — Private Edition,Hanoi,Vietnam,day trip,126,3.5,adults,7.6
AC-HAN-036,Hanoi Hidden Villages Small-Group Tour — Afternoon Edition,Hanoi,Vietnam,day trip,134,3.8,small groups,8.7
AC-HAN-037,Hanoi Mountain Hike & Viewpoints — Evening Edition,Hanoi,Vietnam,adventure,40,3.9,active travellers,5
AC-HAN-038,Hanoi Bike Tour — Private Edition,Hanoi,Vietnam,adventure,38,4.3,"active travellers, families",3.8
AC-HAN-039,Hanoi Zipline & Ropes Adventure — Morning Edition,Hanoi,Vietnam,adventure,79,3.4,adventure seekers,3.3
AC-HAN-040,Hanoi Rooftop Bar Crawl — Premium Edition,Hanoi,Vietnam,nightlife,65,3.4,"adults, groups",3.5
AC-HAN-041,Hanoi Live Music & Dinner Evening — Afternoon Edition,Hanoi,Vietnam,nightlife,132,4.3,"couples, adults",3.8
AC-HAN-042,Hanoi Craft & Artisan Workshop — Premium Edition,Hanoi,Vietnam,class,72,4.4,everyone,2.5
AC-HAN-043,Hanoi Language & Culture Crash Course — Small Group Edition,Hanoi,Vietnam,class,42,4.5,solo travellers,2.7
AC-HAN-044,Hanoi Wellness & Spa Half-Day — Afternoon Edition,Hanoi,Vietnam,wellness,161,3.9,couples,4.8
AC-SGN-001,Ho Chi Minh City Street Food Walking Tour,Ho Chi Minh City,Vietnam,food & drink,68,4.4,"couples, foodies",3.7
AC-SGN-002,Ho Chi Minh City Cooking Class with Local Chef,Ho Chi Minh City,Vietnam,food & drink,70,4.4,"couples, families",3
AC-SGN-003,Ho Chi Minh City Night Market & Tapas Crawl,Ho Chi Minh City,Vietnam,food & drink,43,4,"adults, groups",3.2
AC-SGN-004,Historic Ho Chi Minh City City Walking Tour,Ho Chi Minh City,Vietnam,culture,20,4.1,everyone,3
AC-SGN-005,Ho Chi Minh City Museum & Gallery Pass,Ho Chi Minh City,Vietnam,culture,20,3.6,everyone,3.5
AC-SGN-006,Ho Chi Minh City Old Town Photography Tour,Ho Chi Minh City,Vietnam,culture,43,4.3,"couples, solo travellers",3.8
AC-SGN-007,Ho Chi Minh City Sunset Cruise,Ho Chi Minh City,Vietnam,water,112,4.9,"couples, families",2.1
AC-SGN-008,Snorkelling Day Trip from Ho Chi Minh City,Ho Chi Minh City,Vietnam,water,113,4.3,"families, adventure seekers",6.3
AC-SGN-009,Ho Chi Minh City Kayak & Coastline Tour,Ho Chi Minh City,Vietnam,water,69,4,active travellers,3.8
AC-SGN-010,Ho Chi Minh City Countryside Day Trip,Ho Chi Minh City,Vietnam,day trip,71,4.1,everyone,8.1
AC-SGN-011,Wine & Vineyard Tour near Ho Chi Minh City,Ho Chi Minh City,Vietnam,day trip,165,3.9,adults,7.2
AC-SGN-012,Ho Chi Minh City Hidden Villages Small-Group Tour,Ho Chi Minh City,Vietnam,day trip,125,4.5,small groups,7
AC-SGN-013,Ho Chi Minh City Mountain Hike & Viewpoints,Ho Chi Minh City,Vietnam,adventure,59,3.4,active travellers,7.9
AC-SGN-014,Ho Chi Minh City Bike Tour,Ho Chi Minh City,Vietnam,adventure,58,4.8,"active travellers, families",3.7
AC-SGN-015,Ho Chi Minh City Zipline & Ropes Adventure,Ho Chi Minh City,Vietnam,adventure,67,3.9,adventure seekers,2.8
AC-SGN-016,Ho Chi Minh City Rooftop Bar Crawl,Ho Chi Minh City,Vietnam,nightlife,45,4.8,"adults, groups",3.1
AC-SGN-017,Ho Chi Minh City Live Music & Dinner Evening,Ho Chi Minh City,Vietnam,nightlife,111,3.6,"couples, adults",3.8
AC-SGN-018,Ho Chi Minh City Craft & Artisan Workshop,Ho Chi Minh City,Vietnam,class,51,4.6,everyone,2.1
AC-SGN-019,Ho Chi Minh City Language & Culture Crash Course,Ho Chi Minh City,Vietnam,class,43,3.9,solo travellers,2.6
AC-SGN-020,Ho Chi Minh City Wellness & Spa Half-Day,Ho Chi Minh City,Vietnam,wellness,156,4.6,couples,4.1
AC-SGN-021,Ho Chi Minh City Sunrise Yoga Session,Ho Chi Minh City,Vietnam,wellness,29,3.6,everyone,1.8
AC-SGN-022,Ho Chi Minh City Hop-On Hop-Off Bus Pass,Ho Chi Minh City,Vietnam,sightseeing,35,4,"families, everyone",4.8
AC-SGN-023,Ho Chi Minh City River & Canal Cruise,Ho Chi Minh City,Vietnam,sightseeing,50,3.9,everyone,2.3
AC-SGN-024,Ho Chi Minh City Observation Deck Skip-the-Line,Ho Chi Minh City,Vietnam,sightseeing,38,4.5,families,1.3
AC-SGN-025,Ho Chi Minh City Street Food Walking Tour — Evening Edition,Ho Chi Minh City,Vietnam,food & drink,36,3.7,"couples, foodies",3.5
AC-SGN-026,Ho Chi Minh City Cooking Class with Local Chef — Private Edition,Ho Chi Minh City,Vietnam,food & drink,103,4.6,"couples, families",3.5
AC-SGN-027,Ho Chi Minh City Night Market & Tapas Crawl — Evening Edition,Ho Chi Minh City,Vietnam,food & drink,60,4,"adults, groups",3.9
AC-SGN-028,Historic Ho Chi Minh City City Walking Tour — Small Group Edition,Ho Chi Minh City,Vietnam,culture,42,4.5,everyone,2.7
AC-SGN-029,Ho Chi Minh City Museum & Gallery Pass — Evening Edition,Ho Chi Minh City,Vietnam,culture,29,4.7,everyone,3.5
